TEMPLATE_ID,SUBJECT_ID,AGE,SKIN_COLOUR,GENDER,HEAD_POSE,SOURCE,GLASSES,BOUNDING_BOX_SIZE,NAME
79632,27142,2,1,0,0,1,1,1,1154
75722,27035,1,0,0,0,0,0,0,1407
138462,28866,2,1,0,1,1,1,0,553
88145,27380,1,0,0,1,0,0,0,1825
95606,27583,1,0,0,0,1,0,1,488
46586,12495,0,0,1,1,1,0,1,1162
56842,13018,1,1,0,0,0,1,1,524
67053,13592,0,0,1,1,1,0,0,478
116129,28201,1,0,1,0,1,0,1,2640
76680,27058,1,0,0,0,1,1,1,124
137184,28838,1,1,0,0,1,1,1,459
114389,28156,0,0,1,0,1,0,1,2085
65354,13463,1,0,1,0,0,0,1,1784
28487,1936,0,0,1,0,0,0,1,1955
125779,28499,1,1,0,0,1,0,1,848
140393,28924,1,0,1,1,1,0,1,210
129167,28601,0,0,1,1,1,0,1,1072
102638,27791,1,0,0,1,1,0,1,1173
88036,27377,1,0,0,1,0,1,0,1271
132983,28721,1,1,0,1,1,0,1,1375
72366,14085,0,0,0,1,1,0,1,224
104858,27850,0,1,0,0,1,0,1,785
44328,12049,1,1,0,0,1,1,1,574
4564,115,1,0,0,1,1,0,1,2871
129580,28617,1,0,0,1,1,1,1,409
97065,27641,0,1,0,1,0,0,1,2872
91325,27467,2,1,0,1,0,0,0,412
85502,27308,1,0,1,1,0,0,0,547
65277,13454,0,1,1,0,1,0,1,311
79467,27136,0,0,1,1,1,0,1,1882
13890,572,1,0,0,0,1,0,1,1534
106729,27903,1,0,1,1,1,0,0,660
17700,936,1,1,0,1,1,1,1,1230
155994,31997,1,0,1,0,0,0,1,1478
6535,222,1,0,0,0,1,0,1,2873
62606,13339,0,0,0,1,1,0,1,1216
13580,565,1,0,0,1,1,1,1,63
74663,27009,1,1,0,1,1,1,0,1320
5706,157,1,0,0,1,1,0,1,1080
89164,27408,1,0,0,1,1,1,1,1623
124261,28444,1,1,0,0,1,0,1,719
4424,106,1,0,0,1,0,0,1,2204
36850,2843,1,1,0,1,1,0,1,1545
108391,27958,1,0,1,0,1,0,1,396
7022,269,1,0,0,1,1,0,1,2032
40544,9805,2,0,0,0,0,1,1,2849
19811,1196,1,0,1,1,1,0,1,2185
108851,27971,0,1,0,1,1,0,1,2496
77922,27091,0,0,1,1,1,0,1,118
16086,750,2,0,0,0,1,1,1,427
1681,42,1,0,1,1,1,0,1,901
15177,705,2,0,0,1,1,0,1,2452
89112,27407,0,1,0,0,1,0,0,1823
52423,12763,0,0,1,0,0,0,1,1676
124542,28456,1,0,0,0,1,0,0,2874
130676,28650,1,1,1,1,1,0,1,69
80890,27176,1,1,0,1,1,0,0,1565
23945,1525,1,1,1,0,1,0,1,626
117521,28245,1,1,0,0,0,0,0,764
106188,27889,0,0,1,0,1,1,1,906
106579,27900,1,0,1,1,1,0,0,62
20175,1244,1,0,0,0,1,0,0,254
65269,13454,0,1,1,0,1,0,1,311
156161,32030,0,1,0,0,0,0,1,2875
34782,2481,0,1,1,1,1,0,1,766
27747,1825,1,0,0,1,1,0,0,43
4438,106,2,0,0,1,1,0,1,2204
119426,28302,1,1,1,0,1,0,1,356
123863,28433,1,0,0,0,1,0,0,674
113740,28137,1,0,1,1,1,0,1,665
88375,27386,1,0,0,0,1,0,0,691
52694,12772,1,0,0,0,1,1,1,93
140534,28930,2,0,0,0,1,1,1,360
8541,321,1,1,0,1,1,1,1,704
72658,14107,1,0,0,1,1,0,1,2199
50887,12701,0,0,1,0,1,0,1,291
68506,13861,1,0,1,0,1,0,0,2566
151159,31028,0,0,1,0,0,0,1,1146
100626,27737,1,0,1,1,1,0,1,1019
123883,28433,1,0,0,0,1,0,0,674
36236,2638,1,0,0,1,1,1,1,727
110896,28040,1,0,1,1,0,1,1,2470
105619,27871,1,0,0,0,1,1,1,1245
77561,27083,2,0,0,1,1,0,1,1026
34443,2477,1,0,0,1,1,0,1,199
46082,12470,1,0,1,1,1,0,1,2876
77601,27084,1,0,0,1,1,0,1,2721
15408,743,1,0,0,1,1,1,1,117
44221,12038,1,0,0,1,1,0,1,2473
60519,13242,1,0,0,0,1,0,1,188
50973,12705,1,1,0,1,1,0,1,833
82537,27216,1,0,1,1,1,0,1,257
132153,28699,1,0,0,0,0,1,0,1298
107228,27915,1,1,0,1,0,1,0,344
656,13,1,0,0,0,0,0,1,455
131115,28665,1,0,0,0,1,0,1,1175
37962,3217,1,0,0,1,0,0,1,1517
125091,28478,1,0,0,0,1,0,1,1527
78935,27123,1,0,0,0,1,1,0,1083
2717,68,1,0,0,0,1,0,1,47
102681,27792,0,0,0,0,1,0,1,120
55287,12929,0,0,0,1,1,0,1,53
45979,12463,1,1,1,1,1,0,1,348
2008,52,1,0,0,0,1,1,0,1290
39953,3639,1,1,0,1,0,1,0,721
141259,29034,0,1,0,0,0,0,1,2877
99266,27699,1,0,1,1,1,1,1,2114
91527,27473,2,0,0,0,1,1,0,2262
128406,28577,1,0,1,0,1,0,1,2878
121166,28355,1,0,0,1,1,1,1,1342
48092,12593,1,0,1,1,1,0,1,167
109941,28008,1,1,0,0,1,0,0,417
127939,28561,1,0,0,1,1,0,1,686
93738,27525,1,0,1,1,1,0,0,1484
114611,28163,1,0,0,1,1,1,0,363
20911,1244,1,0,0,1,1,0,1,254
94569,27553,1,0,0,1,1,0,0,592
30799,2371,1,0,0,1,1,0,1,46
17183,817,1,0,0,1,1,0,1,656
55193,12924,2,1,0,1,1,1,1,2122
8331,313,1,1,0,1,1,0,1,1191
24235,1537,1,0,0,1,1,0,0,2096
150968,30987,0,0,1,0,0,0,1,2215
24459,1569,1,0,0,1,1,1,0,767
38766,3379,1,0,1,1,1,0,1,58
77727,27087,1,0,1,1,1,0,1,342
81017,27179,1,0,1,0,1,0,1,436
86416,27334,1,0,0,1,1,1,1,1110
85780,27318,1,0,1,1,1,0,1,1025
30840,2371,1,0,0,0,1,0,1,46
110031,28010,1,1,0,1,1,1,0,170
48750,12618,1,0,1,0,1,0,1,163
26727,1825,1,0,0,0,1,0,1,43
99083,27693,1,0,0,1,1,0,1,1256
138832,28880,1,0,0,0,0,0,0,275
5909,165,1,0,0,0,0,1,0,1456
43659,11931,1,0,0,1,1,1,1,1292
31678,2421,1,0,0,1,1,0,1,11
83149,27233,1,0,0,1,1,0,1,695
72404,14092,2,0,0,1,0,1,0,19
98122,27671,2,0,0,1,1,1,0,1801
93079,27511,2,0,0,1,1,1,0,1120
103468,27810,2,0,0,0,1,1,1,1958
72770,14120,1,0,0,0,1,0,1,1086
165,4,1,0,1,1,1,0,0,164
5575,149,1,0,1,0,1,0,1,2879
27483,1825,1,0,0,0,1,0,1,43
95724,27590,1,0,1,0,1,0,1,2051
124122,28438,1,1,1,0,1,0,1,688
7985,304,1,0,0,1,1,1,1,30
80795,27174,1,0,0,0,1,0,0,341
78934,27123,1,0,0,0,1,1,0,1083
132075,28698,1,0,0,0,1,0,0,941
55765,12957,1,1,1,1,1,0,1,2011
61159,13267,0,0,1,0,1,0,1,255
11952,468,1,0,0,1,1,1,0,146
26556,1825,1,0,0,1,1,0,1,43
97571,27656,1,0,0,0,1,0,1,613
67518,13622,1,0,1,1,1,0,0,151
10218,383,1,0,0,1,1,0,0,839
19814,1196,1,0,1,0,1,0,1,2185
139009,28884,1,0,1,0,1,0,1,2151
118163,28267,1,0,1,1,1,0,0,1210
59585,13195,1,0,1,1,1,0,1,2880
106462,27898,1,0,1,1,1,0,1,756
30542,2347,1,0,0,1,1,0,0,641
89677,27420,1,0,0,1,1,0,1,1913
11975,468,1,0,0,1,1,1,1,146
94790,27559,1,0,0,1,1,1,1,499
54256,12876,1,0,0,0,1,0,1,359
111626,28067,1,0,0,1,1,1,1,473
36792,2843,1,1,0,0,1,0,1,1545
98466,27678,1,0,0,1,1,0,1,2136
103605,27812,1,0,0,0,1,1,1,1182
24037,1529,1,1,0,1,1,0,1,696
81409,27190,1,0,0,0,1,0,1,648
51793,12739,0,0,1,1,0,0,0,2695
25,1,1,1,0,1,1,1,1,2694
28165,1876,1,0,1,1,0,0,1,2598
62526,13339,0,0,0,1,1,0,1,1216
125107,28478,1,0,0,1,1,0,1,1527
78337,27105,1,0,1,0,1,0,1,1168
132203,28701,0,0,1,1,1,1,1,2881
56125,12972,1,1,1,0,1,0,1,1348
45742,12453,1,0,1,1,1,0,1,1716
76717,27059,1,0,0,1,1,1,1,45
31635,2421,1,0,0,0,1,0,1,11
96175,27609,0,1,0,0,0,0,1,2882
102077,27777,1,0,1,0,1,0,1,456
137802,28849,1,0,1,0,1,0,1,410
104787,27847,1,1,1,1,0,0,1,773
96220,27613,1,0,1,0,1,0,1,726
125696,28497,1,0,1,1,1,0,1,709
123834,28432,1,0,0,0,1,0,1,1045
80726,27171,0,0,1,0,1,0,1,408
103551,27811,0,0,0,1,1,0,0,176
19477,1137,1,0,0,0,1,0,0,1364
98435,27677,1,0,0,1,1,0,1,317
25684,1727,2,0,0,1,1,0,0,1022
53550,12815,0,0,1,1,0,0,0,1057
124428,28451,1,0,1,0,1,0,1,911
93803,27526,1,0,0,0,1,1,0,420
156996,32199,0,1,1,0,0,0,1,2883
111072,28049,1,0,1,1,1,1,1,218
119391,28302,0,1,1,1,1,0,1,356
106779,27903,1,0,1,0,0,0,1,660
111967,28081,1,1,1,1,1,0,0,1584
36330,2683,2,0,0,0,0,0,0,379
71434,14040,0,0,1,1,0,0,1,2635
6907,260,1,0,0,1,1,0,1,2823
55634,12950,1,0,0,1,1,1,1,575
128533,28583,0,0,1,1,1,0,1,684
48762,12618,1,0,1,1,1,0,1,163
128042,28563,1,0,0,0,1,0,1,1843
125049,28477,1,1,0,0,1,1,1,1493
88841,27399,1,0,0,1,1,0,1,1062
1570,38,1,1,0,1,1,0,1,2308
138783,28880,1,0,0,1,1,0,1,275
84319,27268,0,0,1,1,0,0,1,1787
84484,27272,0,0,1,0,1,1,1,1502
112050,28082,1,0,0,0,0,0,1,980
78976,27123,1,0,0,0,0,0,1,1083
31485,2405,1,0,0,1,1,0,0,332
78566,27109,1,0,0,0,1,1,1,482
151471,31093,0,1,0,0,0,0,1,1
79932,27152,2,0,0,1,1,0,0,900
80743,27171,0,0,1,0,1,0,1,408
4559,115,1,0,0,1,1,0,1,2871
59361,13188,0,0,0,1,0,0,1,2474
72272,14084,0,0,0,1,1,0,0,1548
54038,12856,0,0,0,0,0,0,1,251
25027,1664,1,0,0,0,1,0,1,617
41706,9964,2,0,0,1,1,0,1,567
92082,27484,1,0,0,1,1,0,1,157
29266,2072,2,0,0,1,1,0,0,578
29228,2072,2,0,0,0,1,1,1,578
42857,10102,1,1,0,1,1,0,1,2884
151230,31045,0,1,0,1,0,0,1,2885
20288,1244,1,0,0,1,1,0,1,254
24800,1646,1,0,1,0,1,0,1,305
135790,28803,0,0,1,1,1,0,0,725
6868,259,2,0,0,0,1,0,1,106
136224,28814,0,1,0,0,1,0,1,2768
80346,27161,1,0,1,1,1,1,1,1096
134702,28772,0,0,0,1,1,0,0,1321
87397,27361,1,0,0,1,1,0,1,2667
63061,13353,1,1,0,1,1,0,1,1112
138790,28880,1,0,0,1,1,0,1,275
154796,31766,0,1,1,0,0,0,1,2886
12290,481,1,0,0,1,1,1,1,1018
95855,27592,0,0,1,1,0,0,0,735
48085,12593,1,0,1,0,1,0,1,167
51839,12739,1,0,1,1,1,0,1,2695
60456,13242,1,0,0,0,1,0,1,188
105470,27867,2,0,0,1,0,0,1,775
134405,28763,1,1,0,0,0,0,0,867
47449,12566,0,0,1,1,1,0,0,1752
5290,143,2,0,0,0,1,0,1,183
18945,1058,1,0,0,0,1,0,1,993
91497,27473,2,0,0,1,1,1,0,2262
89975,27427,1,1,0,1,1,0,1,1836
84304,27266,1,0,0,0,0,0,0,1488
137442,28843,1,0,1,1,1,0,1,227
62824,13347,1,0,0,0,1,1,1,162
33322,2465,0,0,1,0,1,0,1,102
4754,127,2,0,0,1,1,0,1,13
15204,724,0,0,1,1,1,0,0,2589
154986,31805,0,1,1,1,0,0,1,2568
74367,26997,1,0,0,1,1,0,1,1619
81866,27201,1,1,0,0,1,0,1,2258
111166,28050,1,1,0,1,1,1,1,393
45647,12446,1,1,0,1,1,0,1,68
11566,446,1,1,0,0,1,0,1,1352
126708,28527,2,0,0,0,1,1,0,2019
147385,30264,0,0,1,1,0,0,1,2887
18035,972,0,0,1,0,1,0,1,870
153317,31473,1,0,0,1,0,1,1,2408
123739,28428,1,0,0,1,1,1,1,27
115921,28196,1,0,1,0,0,0,1,792
93829,27526,1,0,0,0,1,1,0,420
101925,27774,2,0,0,1,0,1,0,301
137520,28843,1,0,1,1,1,0,1,227
108882,27972,1,0,1,0,1,1,1,9
120510,28338,2,0,0,0,1,0,0,1065
29144,2051,1,0,0,1,1,1,1,1306
107166,27912,1,0,0,1,1,1,1,1305
27179,1825,1,0,0,1,1,0,1,43
109461,27991,1,0,0,1,1,0,1,26
81602,27194,1,0,0,1,1,1,1,715
32043,2459,1,0,0,1,1,0,1,1266
2722,68,1,0,0,0,1,0,1,47
38200,3290,0,0,1,1,1,0,1,2017
127884,28560,1,0,1,1,1,1,0,64
153215,31451,0,0,1,1,0,0,1,2888
84874,27283,1,0,0,0,0,0,0,594
92752,27501,2,0,0,1,1,1,1,1115
39501,3563,1,0,1,1,1,0,1,1424
28243,1879,1,0,0,0,1,1,1,1104
46133,12479,0,0,1,1,1,0,1,1563
91839,27479,1,0,1,0,0,0,1,561
62551,13339,0,0,0,1,1,0,1,1216
145915,29972,0,0,0,0,0,0,1,2633
79937,27152,2,0,0,1,1,0,0,900
27102,1825,2,0,0,1,1,0,1,43
72363,14085,0,0,0,1,1,0,0,224
20361,1244,1,0,0,0,1,0,1,254
135696,28799,1,0,1,0,1,0,0,204
148836,30557,1,1,1,1,0,1,1,2569
146292,30046,0,0,1,0,0,0,1,2889
94477,27550,1,0,0,1,1,1,1,274
125437,28488,0,0,1,0,0,0,1,2029
107927,27935,2,1,0,1,1,0,1,1228
82863,27225,2,0,1,0,1,0,1,1369
124457,28451,1,0,1,1,0,0,0,911
3772,86,1,1,0,0,1,0,1,538
12795,518,1,0,0,1,0,0,1,2890
129684,28622,1,0,0,1,1,0,0,1284
132920,28719,0,0,1,0,1,0,1,1532
54543,12894,0,0,1,1,1,0,1,1611
99838,27719,0,0,0,1,1,0,1,605
20220,1244,1,0,0,1,1,0,1,254
48350,12603,1,0,1,1,1,0,1,1059
119048,28291,1,0,0,1,1,1,0,1798
148854,30560,0,0,0,0,0,0,1,2891
147524,30290,0,1,1,0,0,0,1,2892
134720,28772,1,0,0,1,0,0,1,1321
52648,12772,1,0,0,0,1,1,1,93
144638,29717,0,1,1,1,0,0,1,2893
130369,28641,1,1,1,1,0,0,0,855
121987,28382,0,1,0,1,1,0,1,894
70081,13957,1,1,0,0,1,0,0,2547
16247,758,2,0,0,1,1,1,1,1934
36945,2846,1,0,0,0,1,0,1,60
73035,14143,0,0,1,1,1,0,1,510
2176,57,1,0,0,1,1,0,1,1205
122838,28410,1,0,0,1,1,0,1,1035
56108,12971,0,1,0,1,1,0,1,2894
113750,28137,1,0,1,0,1,0,1,665
42776,10097,1,0,0,0,1,0,1,602
157077,32217,0,0,1,1,0,0,1,643
79488,27137,1,1,0,0,1,0,1,1119
93717,27524,0,0,0,1,1,0,1,1274
31770,2421,1,0,0,1,1,0,1,11
50655,12688,1,0,0,1,1,0,1,1109
34948,2491,1,0,0,1,1,1,1,243
65434,13465,1,0,0,0,1,0,1,2059
16178,755,1,1,0,1,0,0,0,1521
124571,28459,2,0,0,1,1,0,1,884
91076,27455,1,1,1,0,1,0,0,266
143926,29573,0,0,0,0,0,0,1,2895
98312,27674,1,0,1,0,1,1,1,1248
96897,27635,2,0,0,1,1,0,0,309
14238,581,1,0,0,1,1,1,0,345
57542,13073,1,1,0,1,0,0,0,1196
114272,28151,0,0,1,1,1,0,1,952
37772,3116,1,0,1,1,1,0,1,277
23057,1387,0,0,1,1,1,0,1,263
16498,776,1,0,0,1,1,0,1,207
154182,31639,0,0,1,1,0,0,1,2896
69659,13919,0,0,1,0,1,0,1,2631
124374,28450,2,0,0,0,1,0,1,52
7491,304,1,0,0,1,0,1,0,30
12972,527,1,0,0,0,1,0,1,883
138665,28877,0,0,1,0,1,0,1,957
27691,1825,1,0,0,1,1,0,1,43
47125,12542,1,0,1,1,1,0,1,145
130047,28632,0,0,0,1,1,0,1,223
84164,27263,1,1,0,0,1,0,1,1368
73704,26983,1,0,0,1,1,0,1,878
33298,2465,0,0,1,1,1,0,1,102
127739,28555,0,0,0,1,0,0,1,1443
152272,31264,1,0,0,1,0,0,1,2897
52816,12774,0,0,1,0,0,0,0,454
7522,304,1,0,0,1,1,1,1,30
149719,30737,1,0,1,0,0,0,1,2898
128127,28565,2,0,0,0,1,0,1,1064
21845,1290,1,1,0,0,0,0,0,1817
63494,13385,0,0,0,1,1,0,1,1232
109612,27996,0,0,1,1,1,0,0,1697
124418,28451,1,0,1,1,1,0,1,911
24453,1569,2,0,0,0,1,1,0,767
110199,28016,0,0,0,1,1,0,0,1986
36026,2620,2,0,0,0,1,0,0,2207
80152,27156,2,0,0,0,1,1,1,1212
55424,12933,0,0,1,0,1,0,1,1014
1118,22,1,1,0,0,1,0,1,2300
64610,13429,1,1,0,1,1,0,0,579
128746,28589,0,0,1,1,1,0,1,1832
88760,27398,1,0,0,0,1,0,1,1799
13077,543,1,0,0,0,1,0,1,1991
110905,28041,0,0,1,1,1,0,1,1712
140938,28976,1,0,0,0,0,0,1,2899
123984,28435,1,0,0,0,1,0,1,310
131975,28693,1,0,0,0,0,0,0,99
26423,1825,2,0,0,1,1,0,1,43
100303,27728,1,0,0,1,1,1,1,1990
89193,27408,1,0,0,1,0,1,1,1623
127949,28561,1,0,0,1,1,0,1,686
72442,14094,1,0,1,1,1,0,1,477
151515,31102,0,0,1,1,0,0,1,2142
158164,32434,0,1,0,0,0,0,1,1896
79933,27152,2,0,0,1,1,0,0,900
116420,28214,1,0,0,1,1,1,0,1500
142014,29192,1,0,1,0,0,0,1,2795
81039,27179,1,0,1,1,1,1,1,436
154980,31805,0,1,1,1,0,0,1,2568
53401,12807,1,1,1,0,1,0,1,347
2174,57,1,0,0,1,1,0,1,1205
134147,28756,1,0,0,1,1,1,1,483
46999,12532,1,0,1,1,1,0,1,889
30313,2301,1,0,1,1,1,0,1,1234
153823,31571,0,1,1,0,0,0,1,2145
112230,28090,2,0,0,0,1,0,1,87
79261,27131,2,0,0,0,1,1,1,651
137967,28852,1,0,1,1,0,0,0,1189
52000,12750,0,0,1,0,1,0,1,2133
77582,27083,1,0,0,1,1,0,1,1026
22541,1335,1,1,0,1,1,0,1,944
35124,2491,1,0,0,1,1,1,1,243
117646,28250,1,1,0,1,1,1,0,1346
104627,27844,1,0,0,1,1,0,1,1069
57635,13078,0,0,1,1,1,0,1,597
124056,28436,1,0,0,1,1,0,1,2341
9771,374,1,0,0,1,0,0,0,1049
106791,27904,1,0,1,0,1,0,1,1236
132559,28712,1,1,1,1,1,0,1,84
4036,94,1,0,0,1,1,0,1,201
92054,27484,1,0,0,1,1,0,1,157
17219,841,1,1,0,0,1,1,1,290
52845,12775,0,0,1,1,1,0,1,1281
69919,13940,0,1,1,0,1,0,1,496
63752,13391,0,0,1,1,1,0,1,923
89300,27411,2,0,0,1,1,0,1,596
57988,13105,0,0,1,0,0,0,1,2208
12769,515,1,1,0,1,1,1,1,2900
132273,28703,0,0,0,0,1,0,1,902
133707,28744,1,0,0,1,1,1,1,2901
91343,27468,1,0,0,1,1,0,1,769
129856,28628,0,1,1,1,1,0,1,23
117314,28239,0,0,1,1,1,0,0,2902
85118,27294,1,0,0,0,1,0,1,899
143915,29571,1,1,0,1,0,0,1,2903
35079,2491,1,0,0,1,1,1,1,243
51990,12750,0,0,1,0,0,0,1,2133
72114,14071,1,0,0,1,1,1,1,177
41304,9913,2,0,0,0,1,0,1,1999
75053,27014,1,0,1,1,0,0,0,505
102948,27800,2,0,0,1,1,0,1,437
14453,587,1,0,0,1,1,1,1,1330
123999,28435,1,0,0,0,1,0,1,310
91198,27459,0,0,0,1,0,0,0,2904
99928,27720,1,0,0,1,1,0,1,1739
67481,13622,0,0,1,1,0,0,1,151
132886,28718,1,0,0,1,1,1,1,795
72161,14071,1,0,0,0,1,1,1,177
69775,13938,0,0,1,0,1,0,1,2228
156472,32095,0,0,1,0,0,0,1,2905
92114,27485,2,0,0,0,1,0,0,2558
132045,28697,1,0,0,0,0,0,1,268
95259,27572,1,0,0,1,0,0,0,1499
80323,27161,1,0,1,1,1,1,1,1096
139038,28884,1,0,1,1,1,0,1,2151
94558,27552,1,0,0,1,0,0,0,2608
27834,1826,1,0,0,1,0,0,1,172
77612,27084,1,0,0,0,1,0,1,2721
91411,27471,2,0,0,1,1,0,0,1314
2701,68,1,0,0,0,1,0,1,47
47774,12577,0,0,1,0,1,0,1,169
11469,431,1,1,0,1,1,1,1,2582
158902,32587,0,0,1,0,0,0,1,2906
45277,12399,1,0,1,0,1,0,1,2907
82647,27219,2,0,0,0,1,1,0,246
20798,1244,1,0,0,0,1,0,0,254
167,4,1,0,1,1,1,0,0,164
7891,304,1,0,0,1,1,1,1,30
112602,28098,1,0,0,0,0,0,1,1169
153409,31492,0,0,1,1,0,0,1,2908
112251,28090,2,0,0,0,1,0,1,87
130780,28653,1,1,0,0,0,0,1,324
137295,28842,1,1,0,1,1,0,1,1155
58579,13143,0,0,1,0,1,0,1,1207
59844,13207,1,0,1,1,1,0,0,1852
157404,32282,1,1,0,1,0,0,1,2571
78351,27105,1,0,1,1,1,0,1,1168
70254,13962,1,1,0,1,0,0,1,2909
147315,27057,1,1,0,0,0,0,1,2106
43675,11952,0,0,0,1,0,0,1,2910
55074,12911,0,1,0,0,1,1,1,2458
112241,28090,2,0,0,1,1,0,1,87
18759,1043,1,0,0,0,1,0,1,802
84331,27270,0,0,1,1,1,0,0,653
31421,2405,1,0,0,1,1,0,0,332
64919,13438,1,0,0,1,1,0,1,961
112252,28090,2,0,0,1,1,0,1,87
47355,12558,0,0,1,0,0,0,0,1730
2423,65,2,0,0,1,1,0,0,1743
95245,27572,1,0,0,1,1,0,1,1499
56735,13010,1,1,1,1,0,0,1,1308
23128,1392,1,0,1,0,1,0,1,2013
98542,27679,1,0,0,0,1,0,1,844
7706,304,1,0,0,0,1,1,1,30
56252,12979,1,0,1,1,0,0,1,2911
7616,304,1,0,0,1,1,1,1,30
90365,27438,1,0,0,0,0,0,1,1576
117441,28243,0,0,1,1,1,0,0,2123
119477,28302,0,1,1,0,1,0,1,356
77515,27083,1,0,0,0,1,0,1,1026
116043,28198,1,0,1,1,0,0,0,1595
93756,27525,1,0,1,1,1,0,1,1484
108847,27971,0,1,0,0,1,0,1,2496
156890,32178,0,0,0,0,0,0,1,2089
107387,27919,0,0,0,0,1,0,1,914
73996,26989,1,0,0,1,1,1,1,868
37401,2944,1,0,0,1,1,0,1,1606
97406,27652,0,0,1,1,1,0,0,195
24252,1554,0,0,1,1,1,0,1,1615
22536,1335,1,1,0,1,1,0,1,944
29132,2051,1,0,0,1,1,1,1,1306
105538,27869,1,0,0,0,1,0,1,832
83982,27258,0,1,0,1,1,0,1,1763
103738,27815,1,0,0,1,1,1,1,2160
129600,28617,1,0,0,1,1,1,1,409
119656,28305,1,0,1,0,0,0,1,500
157122,32225,0,0,0,0,1,0,1,1413
52873,12777,0,0,1,0,0,0,1,1567
154232,31649,0,0,0,1,0,0,1,2912
140277,28920,0,1,1,1,1,0,0,874
29087,2041,1,0,0,0,1,0,1,2913
39757,3587,1,0,0,1,0,1,0,2306
4355,102,1,1,0,1,1,0,1,16
129977,28630,1,0,0,1,1,0,0,1860
84365,27270,0,0,1,1,1,0,0,653
152878,13284,1,1,0,1,0,1,1,1928
124410,28450,2,0,0,0,0,1,1,52
73450,26975,1,0,0,0,1,0,1,2914
82475,27214,2,0,0,1,1,1,1,1756
114471,28159,1,0,0,1,0,0,1,2021
114364,28155,1,0,1,0,1,0,0,584
101033,27750,1,1,1,0,1,0,1,2103
113833,28141,1,0,0,1,1,1,1,2141
10287,383,1,0,0,1,1,0,1,839
72737,14119,1,1,0,0,1,0,1,1467
123122,28416,1,0,0,1,1,1,1,1675
87369,27359,1,0,1,0,1,0,1,186
123497,28423,2,0,0,1,1,1,1,2334
5322,143,2,0,0,1,1,0,1,183
154183,31639,0,0,1,0,0,0,1,2896
75988,27043,0,0,1,0,1,0,1,1034
90801,27450,0,0,0,0,0,0,0,2350
148073,30404,0,0,1,1,0,0,1,2915
47035,12534,0,0,1,0,0,0,1,2916
28844,2020,1,0,0,0,0,0,1,1797
110568,28028,0,0,1,1,0,0,1,1116
144344,29659,0,0,1,0,0,0,1,2917
129552,28614,2,0,0,1,1,1,1,1125
152270,31263,1,1,1,0,0,0,1,2918
137366,28843,0,0,1,1,1,0,1,227
25098,1688,1,0,0,0,0,1,1,2045
143878,29563,0,1,0,1,0,0,1,2919
144738,29736,0,1,0,0,0,0,1,2920
99097,27694,1,0,0,1,1,0,0,1399
71868,14057,1,0,0,0,1,0,1,1310
65288,13454,0,1,1,1,1,0,1,311
43888,12009,1,1,0,0,1,1,1,1163
13955,581,1,0,0,1,1,1,1,345
26206,1825,1,0,0,1,1,0,1,43
20402,1244,1,0,0,1,1,0,1,254
125464,28489,1,0,0,0,1,1,1,1866
158541,32515,0,1,1,1,0,0,1,2921
20345,1244,1,0,0,1,1,0,1,254
78995,27124,1,0,0,1,1,1,0,694
113801,28140,0,0,1,0,1,0,0,56
139080,28887,0,0,0,1,1,0,1,1703
50092,12646,1,1,0,1,1,0,1,80
149990,30791,0,0,1,1,0,0,1,2922
114435,28159,1,0,0,1,1,0,1,2021
34783,2481,0,1,1,1,1,0,1,766
44689,12106,1,1,1,1,1,0,1,374
134343,28761,1,0,1,1,1,0,1,316
88444,27386,1,0,0,0,1,0,0,691
135149,28787,1,0,0,0,1,0,1,1454
81194,27183,2,0,0,1,0,1,0,1603
122309,28395,1,0,0,1,1,1,0,322
36100,2624,2,0,0,0,1,0,0,590
157546,32308,0,0,1,1,0,0,1,2923
123578,28425,1,0,0,0,1,0,1,542
23738,1493,1,0,0,1,0,1,1,1670
12269,481,1,0,0,1,0,0,1,1018
55366,12931,0,0,1,0,1,0,0,411
114108,28147,1,0,1,1,1,0,1,1497
132782,28718,1,0,0,1,1,1,1,795
123181,28417,1,0,0,1,1,1,1,489
30610,2347,1,0,0,1,1,0,1,641
14819,650,1,0,0,1,1,1,1,228
89695,27420,1,0,0,0,1,0,1,1913
75380,27024,0,0,1,0,1,0,1,2283
56743,13010,1,1,1,1,1,0,1,1308
46973,12528,1,0,1,1,1,0,1,1506
57439,13062,1,0,0,1,1,0,1,2924
20021,1244,1,0,0,1,1,0,1,254
38546,3347,1,0,0,0,1,1,0,569
154478,31700,0,1,1,0,0,0,1,1436
138421,28865,1,0,0,1,1,0,1,189
54925,12909,1,0,0,0,1,0,1,105
71732,14052,1,0,0,0,1,0,1,2200
105247,27859,1,0,1,1,0,0,0,192
53171,12801,0,1,1,0,1,0,1,1917
113044,28112,1,0,1,1,1,0,1,1949
44439,12058,1,0,1,1,1,0,1,699
146766,30143,1,0,1,0,0,0,1,2925
156053,32010,1,0,1,1,0,0,1,2785
33137,2465,0,0,1,1,1,0,1,102
57865,13094,0,0,1,1,1,0,1,2102
81677,27196,1,0,1,0,0,0,0,276
78620,27110,0,1,0,1,1,0,1,805
121942,28381,2,0,0,0,1,0,1,892
93722,27524,0,0,0,1,0,0,0,1274
153915,31590,0,0,1,1,0,0,1,1095
72113,14071,1,0,0,1,1,1,1,177
14363,581,1,0,0,0,1,1,1,345
97743,27661,1,1,0,0,1,1,1,184
